#{"CCD_temperature": "-88", "FELP": "1", "FELRR": "0.75", "FEL_lambda": "10", "FEL_pulses": 16, "NIRP": "137.505", "NIR_lambda": "764", "Sample_Temp": "17", "addenda": [-16598.725, "FEL_power_sweep"], "bg_file_name": "testBG19", "center_lambda": 751.5, "dark_region": null, "exposure": 20.0, "gain": 125, "grating": 2, "series": "137.505", "shot_normalized": true, "slits": "40", "subtrahenda": ["testBG"], "y_max": 80, "y_min": 25}
#

Wavelength,Signal
nm,arb. u.
nan,nan
nan,nan
1.636720,28.141016
1.636688,29.766016
1.636656,35.203516
1.636624,33.391016
1.636592,35.578516
1.636560,39.578516
1.636528,37.453516
1.636496,34.266016
1.636464,28.203516
1.636433,27.016016
1.636401,33.766016
1.636369,31.016016
1.636337,32.453516
1.636305,38.641016
1.636273,39.766016
1.636241,42.953516
1.636209,33.391016
1.636177,45.516016
1.636146,37.203516
1.636114,49.203516
1.636082,41.328516
1.636050,49.266016
1.636018,41.141016
1.635986,39.016016
1.635954,43.703516
1.635922,46.078516
1.635890,34.078516
1.635859,30.078516
1.635827,37.703516
1.635795,35.953516
1.635763,42.078516
1.635731,39.703516
1.635699,39.391016
1.635667,38.703516
1.635636,44.891016
1.635604,41.516016
1.635572,47.141016
1.635540,32.641016
1.635508,55.641016
1.635476,55.016016
1.635444,38.016016
1.635413,48.078516
1.635381,46.703516
1.635349,55.328516
1.635317,40.828516
1.635285,55.828516
1.635253,61.391016
1.635221,91.891016
1.635190,105.578516
1.635158,86.953516
1.635126,90.578516
1.635094,52.891016
1.635062,52.203516
1.635030,53.016016
1.634999,53.328516
1.634967,45.516016
1.634935,50.016016
1.634903,57.953516
1.634871,60.828516
1.634840,63.703516
1.634808,53.141016
1.634776,57.766016
1.634744,60.703516
1.634712,53.766016
1.634680,52.766016
1.634649,49.078516
1.634617,50.391016
1.634585,62.391016
1.634553,44.078516
1.634521,47.453516
1.634490,52.516016
1.634458,53.766016
1.634426,61.828516
1.634394,54.766016
1.634362,54.391016
1.634331,59.453516
1.634299,63.453516
1.634267,65.828516
1.634235,51.703516
1.634204,63.391016
1.634172,58.266016
1.634140,65.391016
1.634108,58.203516
1.634076,61.828516
1.634045,74.641016
1.634013,60.328516
1.633981,65.266016
1.633949,69.016016
1.633918,47.766016
1.633886,72.391016
1.633854,47.516016
1.633822,50.016016
1.633791,56.828516
1.633759,58.953516
1.633727,50.328516
1.633695,50.641016
1.633663,72.328516
1.633632,46.953516
1.633600,48.891016
1.633568,59.203516
1.633536,66.078516
1.633505,71.203516
1.633473,62.578516
1.633441,57.203516
1.633409,69.203516
1.633378,73.578516
1.633346,59.453516
1.633314,62.391016
1.633283,65.453516
1.633251,80.578516
1.633219,57.016016
1.633187,61.016016
1.633156,48.953516
1.633124,64.953516
1.633092,71.953516
1.633060,60.516016
1.633029,61.953516
1.632997,66.703516
1.632965,71.703516
1.632934,55.953516
1.632902,62.766016
1.632870,58.766016
1.632838,64.703516
1.632807,65.328516
1.632775,86.641016
1.632743,138.266016
1.632712,241.703516
1.632680,226.766016
1.632648,146.266016
1.632617,83.391016
1.632585,65.828516
1.632553,64.891016
1.632521,63.641016
1.632490,69.578516
1.632458,74.578516
1.632426,82.203516
1.632395,64.203516
1.632363,66.641016
1.632331,67.453516
1.632300,72.641016
1.632268,57.453516
1.632236,80.078516
1.632205,70.203516
1.632173,72.766016
1.632141,77.078516
1.632110,87.016016
1.632078,76.703516
1.632046,78.203516
1.632015,72.328516
1.631983,73.266016
1.631951,88.234766
1.631920,84.266016
1.631888,75.391016
1.631856,82.391016
1.631825,82.016016
1.631793,79.453516
1.631761,87.578516
1.631730,85.391016
1.631698,89.516016
1.631666,88.328516
1.631635,81.516016
1.631603,88.703516
1.631571,92.391016
1.631540,96.578516
1.631508,107.016016
1.631476,95.516016
1.631445,99.203516
1.631413,93.516016
1.631382,107.266016
1.631350,115.641016
1.631318,100.578516
1.631287,97.766016
1.631255,100.828516
1.631223,104.828516
1.631192,98.016016
1.631160,90.516016
1.631129,115.203516
1.631097,88.641016
1.631065,86.328516
1.631034,88.766016
1.631002,94.391016
1.630970,99.641016
1.630939,122.828516
1.630907,104.078516
1.630876,121.016016
1.630844,115.766016
1.630812,117.766016
1.630781,112.641016
1.630749,113.016016
1.630718,115.516016
1.630686,108.016016
1.630654,116.766016
1.630623,125.141016
1.630591,119.453516
1.630560,140.078516
1.630528,99.828516
1.630497,124.328516
1.630465,94.578516
1.630433,103.766016
1.630402,104.141016
1.630370,117.641016
1.630339,126.766016
1.630307,133.141016
1.630275,217.891016
1.630244,624.391016
1.630212,885.891016
1.630181,644.141016
1.630149,258.516016
1.630118,135.078516
1.630086,127.391016
1.630055,111.141016
1.630023,124.641016
1.629991,133.328516
1.629960,115.703516
1.629928,125.953516
1.629897,103.578516
1.629865,123.953516
1.629834,118.391016
1.629802,121.828516
1.629771,135.891016
1.629739,120.453516
1.629707,130.266016
1.629676,118.828516
1.629644,118.328516
1.629613,133.453516
1.629581,109.391016
1.629550,129.016016
1.629518,134.828516
1.629487,135.516016
1.629455,131.641016
1.629424,132.266016
1.629392,136.828516
1.629361,155.516016
1.629329,135.578516
1.629298,133.516016
1.629266,116.016016
1.629235,138.641016
1.629203,157.391016
1.629171,156.453516
1.629140,152.266016
1.629108,144.016016
1.629077,158.078516
1.629045,168.078516
1.629014,151.266016
1.628982,170.328516
1.628951,175.016016
1.628919,170.266016
1.628888,168.203516
1.628856,141.453516
1.628825,165.516016
1.628793,169.391016
1.628762,171.953516
1.628730,173.391016
1.628699,150.828516
1.628667,167.891016
1.628636,152.641016
1.628605,161.391016
1.628573,151.766016
1.628542,159.141016
1.628510,162.391016
1.628479,142.891016
1.628447,144.578516
1.628416,130.859766
1.628384,145.641016
1.628353,134.078516
1.628321,152.078516
1.628290,131.016016
1.628258,127.828516
1.628227,126.891016
1.628195,127.141016
1.628164,120.078516
1.628132,125.016016
1.628101,127.891016
1.628070,123.391016
1.628038,104.453516
1.628007,104.234766
1.627975,88.453516
1.627944,85.453516
1.627912,80.203516
1.627881,78.641016
1.627849,81.516016
1.627818,141.953516
1.627787,596.266016
1.627755,2157.828516
1.627724,2151.453516
1.627692,1014.328516
1.627661,203.391016
1.627629,63.641016
1.627598,48.641016
1.627566,44.828516
1.627535,41.766016
1.627504,41.078516
1.627472,44.078516
1.627441,40.078516
1.627409,36.453516
1.627378,34.078516
1.627347,32.391016
1.627315,25.766016
1.627284,37.828516
1.627252,42.703516
1.627221,32.203516
1.627189,26.328516
1.627158,27.328516
1.627127,28.828516
1.627095,21.328516
1.627064,23.828516
1.627032,21.828516
1.627001,24.453516
1.626970,21.328516
1.626938,20.828516
1.626907,16.266016
1.626875,16.891016
1.626844,22.016016
1.626813,10.266016
1.626781,6.891016
1.626750,11.766016
1.626719,17.453516
1.626687,15.141016
1.626656,17.328516
1.626624,15.266016
1.626593,18.391016
1.626562,17.516016
1.626530,34.766016
1.626499,33.766016
1.626468,27.391016
1.626436,8.016016
1.626405,11.391016
1.626373,14.203516
1.626342,18.078516
1.626311,15.203516
1.626279,9.828516
1.626248,17.953516
1.626217,16.016016
1.626185,18.578516
1.626154,10.703516
1.626123,19.266016
1.626091,20.391016
1.626060,15.766016
1.626029,13.203516
1.625997,18.016016
1.625966,15.016016
1.625935,18.578516
1.625903,12.766016
1.625872,15.203516
1.625841,17.516016
1.625809,18.328516
1.625778,13.578516
1.625747,13.453516
1.625715,20.516016
1.625684,18.641016
1.625653,13.203516
1.625621,17.141016
1.625590,17.953516
1.625559,13.391016
1.625527,21.828516
1.625496,15.578516
1.625465,24.641016
1.625433,19.078516
1.625402,25.453516
1.625371,21.453516
1.625339,31.578516
1.625308,63.578516
1.625277,269.078516
1.625245,302.891016
1.625214,122.016016
1.625183,40.578516
1.625152,22.016016
1.625120,25.328516
1.625089,22.016016
1.625058,21.828516
1.625026,18.641016
1.624995,20.391016
1.624964,21.141016
1.624933,20.953516
1.624901,21.953516
1.624870,24.391016
1.624839,26.078516
1.624807,37.328516
1.624776,24.328516
1.624745,21.016016
1.624714,29.703516
1.624682,31.578516
1.624651,22.703516
1.624620,24.266016
1.624588,33.016016
1.624557,29.391016
1.624526,18.641016
1.624495,23.516016
1.624463,24.266016
1.624432,23.328516
1.624401,22.203516
1.624370,25.703516
1.624338,29.141016
1.624307,36.203516
1.624276,19.891016
