#half-wave plate set to 45
#{"CCD_temperature": "-81", "FELP": "1.3", "FELRR": "0.75", "FEL_lambda": "610", "NIRP": "679", "NIR_lambda": "797.1", "addenda": [0, "checkingPolarization36"], "bg_file_name": "checkingPolarizationBG23", "center_lambda": 769.0, "dark_region": null, "exposure": 40.0, "gain": 135, "grating": 2, "series": "", "slits": "50", "subtrahenda": ["checkingPolarizationBG23"], "y_max": 400, "y_min": 0}
#Wavelength,Signal
#nm,arb. u.
776.212075,64.000000
776.226710,105.000000
776.241345,96.000000
776.255980,42.000000
776.270614,48.000000
776.285249,63.000000
776.299883,80.000000
776.314516,-53.000000
776.329150,62.000000
776.343783,49.000000
776.358416,69.000000
776.373049,30.000000
776.387682,10.000000
776.402314,56.000000
776.416947,87.000000
776.431579,61.000000
776.446210,30.000000
776.460842,35.000000
776.475473,27.000000
776.490104,70.000000
776.504735,57.000000
776.519366,78.000000
776.533996,71.000000
776.548627,87.000000
776.563257,147.000000
776.577886,346.000000
776.592516,753.000000
776.607145,3344.000000
776.621774,15044.000000
776.636403,42763.000000
776.651032,41725.000000
776.665661,13700.000000
776.680289,2660.000000
776.694917,543.000000
776.709545,244.000000
776.724172,76.000000
776.738800,60.000000
776.753427,69.000000
776.768054,74.000000
776.782680,28.000000
776.797307,61.000000
776.811933,11.000000
776.826559,93.000000
776.841185,12.000000
776.855811,55.000000
776.870436,21.000000
776.885061,55.000000
776.899686,56.000000
776.914311,88.000000
776.928935,43.000000
776.943559,42.000000
776.958183,41.000000
776.972807,81.000000
776.987431,46.000000
777.002054,16.000000
777.016677,81.000000
777.031300,49.000000
777.045923,42.000000
777.060546,14.000000
777.075168,68.000000
777.089790,123.000000
777.104412,38.000000
777.119033,3.000000
777.133655,99.000000
777.148276,45.000000
777.162897,5.000000
777.177518,3.000000
777.192138,20.000000
777.206758,57.000000
777.221378,100.000000
777.235998,35.000000
777.250618,43.000000
777.265237,157.000000
777.279856,82.000000
777.294475,17.000000
777.309094,44.000000
777.323712,48.000000
777.338331,32.000000
777.352949,7.000000
777.367567,55.000000
777.382184,-9.000000
777.396802,-4.000000
777.411419,107.000000
777.426036,41.000000
777.440652,24.000000
777.455269,-12.000000
777.469885,75.000000
777.484501,37.000000
777.499117,55.000000
777.513733,34.000000
777.528348,33.000000
777.542963,24.000000
777.557578,26.000000
777.572193,2.000000
777.586807,46.000000
777.601422,43.000000
777.616036,-4.000000
777.630650,-11.000000
777.645263,8.000000
777.659877,15.000000
777.674490,10.000000
777.689103,64.000000
777.703715,-9.000000
777.718328,37.000000
777.732940,89.000000
777.747552,91.000000
777.762164,12.000000
777.776776,80.000000
777.791387,-12.000000
777.805998,79.000000
777.820609,24.000000
777.835220,25.000000
777.849830,16.000000
777.864441,78.000000
777.879051,181.000000
777.893661,24.000000
777.908270,30.000000
777.922880,2.000000
777.937489,21.000000
777.952098,44.000000
777.966706,-7.000000
777.981315,36.000000
777.995923,83.000000
778.010531,52.000000
778.025139,17.000000
778.039747,-8.000000
778.054354,24.000000
778.068961,72.000000
778.083568,62.000000
778.098175,25.000000
778.112781,40.000000
778.127387,48.000000
778.141993,58.000000
778.156599,23.000000
778.171205,25.000000
778.185810,20.000000
778.200415,76.000000
778.215020,72.000000
778.229625,8.000000
778.244229,-14.000000
778.258834,62.000000
778.273438,94.000000
778.288042,60.000000
778.302645,21.000000
778.317248,3.000000
778.331852,90.000000
778.346455,68.000000
778.361057,22.000000
778.375660,-16.000000
778.390262,36.000000
778.404864,82.000000
778.419466,30.000000
778.434067,75.000000
778.448669,42.000000
778.463270,38.000000
778.477871,40.000000
778.492471,67.000000
778.507072,11.000000
778.521672,46.000000
778.536272,83.000000
778.550872,64.000000
778.565471,-7.000000
778.580071,35.000000
778.594670,77.000000
778.609269,17.000000
778.623867,40.000000
778.638466,85.000000
778.653064,22.000000
778.667662,114.000000
778.682260,60.000000
778.696857,-2.000000
778.711455,95.000000
778.726052,124.000000
778.740649,91.000000
778.755245,56.000000
778.769842,23.000000
778.784438,64.000000
778.799034,103.000000
778.813630,118.000000
778.828225,87.000000
778.842820,72.000000
778.857415,72.000000
778.872010,53.000000
778.886605,44.000000
778.901199,120.000000
778.915794,201.000000
778.930387,105.000000
778.944981,133.000000
778.959575,97.000000
778.974168,136.000000
778.988761,219.000000
779.003354,162.000000
779.017947,334.000000
779.032539,713.000000
779.047131,1743.000000
779.061723,9284.000000
779.076315,44155.000000
779.090906,98875.500000
779.105498,69834.500000
779.120089,12813.500000
779.134679,2552.000000
779.149270,659.000000
779.163860,278.000000
779.178450,150.000000
779.193040,129.000000
779.207630,8.000000
779.222220,-26.000000
779.236809,-36.000000
779.251398,54.000000
779.265987,80.000000
779.280575,89.000000
779.295164,22.000000
779.309752,67.000000
779.324340,58.000000
779.338927,16.000000
779.353515,63.000000
779.368102,38.000000
779.382689,76.000000
779.397276,40.000000
779.411862,59.000000
779.426449,45.000000
779.441035,116.000000
779.455621,122.000000
779.470206,11.000000
779.484792,83.000000
779.499377,57.000000
779.513962,142.000000
779.528547,81.000000
779.543131,89.000000
779.557715,113.000000
779.572299,95.000000
779.586883,110.000000
779.601467,119.000000
779.616050,74.000000
779.630634,17.000000
779.645216,113.000000
779.659799,90.000000
779.674382,40.000000
779.688964,67.000000
779.703546,154.000000
779.718128,81.000000
779.732709,-9.000000
779.747291,38.000000
779.761872,61.000000
779.776453,149.000000
779.791034,37.000000
779.805614,-25.000000
779.820194,-22.000000
779.834774,53.000000
779.849354,11.000000
779.863934,29.000000
779.878513,-22.000000
779.893092,-39.000000
779.907671,65.000000
779.922250,33.000000
779.936828,21.000000
779.951406,-2.000000
779.965984,72.000000
779.980562,28.000000
779.995140,-24.000000
780.009717,10.000000
780.024294,-12.000000
780.038871,40.000000
780.053448,58.000000
780.068024,-36.000000
780.082600,56.000000
780.097176,-7.000000
780.111752,40.000000
780.126327,28.000000
780.140903,16.000000
780.155478,4.000000
780.170053,23.000000
780.184627,-23.000000
780.199202,-23.000000
780.213776,-24.000000
780.228350,-4.000000
780.242923,26.000000
780.257497,-15.000000
780.272070,-17.000000
780.286643,45.000000
780.301216,38.000000
780.315788,35.000000
780.330361,-22.000000
780.344933,14.000000
780.359505,19.000000
780.374077,2.000000
780.388648,20.000000
780.403219,-59.000000
780.417790,27.000000
780.432361,60.000000
780.446931,35.000000
780.461502,26.000000
780.476072,7.000000
780.490642,-39.000000
780.505211,43.000000
780.519781,46.000000
780.534350,-4.000000
780.548919,1.000000
780.563488,42.000000
780.578056,55.000000
780.592624,20.000000
780.607192,-32.000000
780.621760,16.000000
780.636328,7.000000
780.650895,46.000000
780.665462,-33.000000
780.680029,29.000000
780.694596,79.000000
780.709162,21.000000
780.723729,-10.000000
